Feature,Mean_Abs_SHAP
DEMO_INDFMPIR,3.2772095809991235
BIX_BIDFAT,3.0093906424838184
BMX_BMXBMI,2.634720433831879
DEMO_RIDAGEMN,2.600624948710683
BPX_BPXDAR,2.0212608519264363
ALQ_ALQ130,1.7822593016800057
DEMO_RIAGENDR,1.7585080017477548
DEMO_DMDMARTL,0.9173928860834196
MPQ_MPQ070,0.9096719444456332
DEMO_DMDHHSIZ,0.8806543547107551
MCQ_MCQ250F,0.7887752837110965
