Feature,Importance
BIX_BIDFAT,0.27106740518188005
ALQ_ALQ130,0.18489576707349495
BPX_BPXDAR,0.1524696489904505
DEMO_RIAGENDR,0.14229852421446895
DEMO_RIDAGEMN,0.09542255553582807
DEMO_INDFMPIR,0.04790458315248085
DEMO_DMDHHSIZ,0.044268690843233156
BMX_BMXBMI,0.03576340211060317
DEMO_DMDMARTL,0.023876345577445977
MPQ_MPQ070,0.0015022139278900771
MCQ_MCQ250F,0.0005308633922241308
