Feature,Importance
BIX_BIDFAT,0.24666435330604564
DEMO_INDFMPIR,0.1837778206717338
BPX_BPXDAR,0.11515699024730598
DEMO_RIAGENDR,0.10818782200906335
BMX_BMXBMI,0.09799649823606815
DEMO_RIDAGEMN,0.0864982731237638
DEMO_DMDHHSIZ,0.08025557874540194
ALQ_ALQ130,0.0541812938802117
DEMO_DMDMARTL,0.013532824262211958
MCQ_MCQ250F,0.00901134092805946
MPQ_MPQ070,0.004737204590134359
