Method,Silhouette_Score,Davies_Bouldin_Index,Centroid_Distance,Within_Class_Variance,Between_Class_Variance,Separation_Ratio
PCA,-0.003634630207707091,4.916336365626826,0.6685413652830923,1.8000497647159197,0.015750291894547404,0.00874992025402869
t-SNE,-0.054701268672943115,5.084494309588498,27.31907081604004,2882.93212890625,26.300492349016757,0.009122827445471236
