Feature,Importance
BIX_BIDFAT,0.255373832688264
ALQ_ALQ130,0.19664166414952988
DEMO_RIAGENDR,0.17277739042604412
BPX_BPXDAR,0.167450718577187
DEMO_RIDAGEMN,0.08586954180889501
DEMO_INDFMPIR,0.04198303280733704
DEMO_DMDHHSIZ,0.035471712573414166
DEMO_DMDMARTL,0.022137746254007027
BMX_BMXBMI,0.018576716156957582
MCQ_MCQ250F,0.002704003579170498
MPQ_MPQ070,0.0010136409791936438
