UMAP_1,UMAP_2,tSNE_1,tSNE_2,True_Label,Predicted_Label,PD_Probability
1.230672349317777,-0.05464729589364199,-29.735016,4.1313777,0,0,1.611527993378629e-07
1.2306723493177505,-0.05464729589368551,-29.735016,4.1313777,0,0,1.611527993378629e-07
0.9761080186606063,2.0845533686099533,-28.15634,52.26125,0,0,3.089199213416613e-07
0.9761080186606039,2.0845533686099604,-28.15634,52.26125,0,0,3.089199213416613e-07
0.9761080186606029,2.084553368609962,-27.060074,52.181,0,0,3.089199213416613e-07
0.9761080186606034,2.0845533686099618,-27.644756,51.27224,0,0,3.089199213416613e-07
-0.46539070502840024,0.8089740325134,-45.57627,85.2723,0,0,3.7963421674630115e-07
-0.4653907050284001,0.8089740325134,-45.57627,85.2723,0,0,3.7963421674630115e-07
-0.6885688060160465,1.2811172306292138,-49.183075,14.540715,0,0,2.534865354319214e-07
3.0938323312299114,2.0356205131823293,80.571495,5.379746,0,0,1.9565047567161958e-07
1.4062504040276453,0.924780259380126,2.6014874,-68.46454,0,0,1.1709625058824554e-06
-0.14677466630376612,0.5566236221102552,19.329485,-79.67674,0,0,1.8495709984439224e-07
-0.14677466630376612,0.5566236221102552,18.765072,-78.90685,0,0,1.8495709984439224e-07
-0.14677466630376612,0.5566236221102552,19.559408,-78.3343,0,0,1.8495709984439224e-07
-0.14677466630376612,0.5566236221102552,20.05796,-79.081375,0,0,1.8495709984439224e-07
-0.3065262165897164,-2.153245564048741,64.84613,73.239624,0,0,3.0639981085715534e-06
-1.7911578316882808,0.7715208286419919,-98.48025,13.4176235,0,0,3.0891249940089004e-07
-1.7911578316882808,0.7715208286419919,-98.48025,13.4176235,0,0,3.0891249940089004e-07
-1.7911578316882808,0.7715208286419919,-98.48025,13.4176235,0,0,3.0891249940089004e-07
-1.7911578316882808,0.7715208286419919,-98.48025,13.4176235,0,0,3.0891249940089004e-07
-1.7911578316882808,0.7715208286419919,-98.56136,11.950337,0,0,3.0891249940089004e-07
-1.7911578316882808,0.7715208286419919,-98.56136,11.950337,0,0,3.0891249940089004e-07
0.6124596271722447,1.0308384005847695,24.84965,18.042814,1,0,3.878974696477496e-07
0.6124596271722447,1.0308384005847695,24.84965,18.042814,1,0,3.878974696477496e-07
-1.7401384158837547,2.4640296781589823,-49.47372,54.224403,0,0,1.8277607587482918e-06
-1.7401384158837547,2.4640296781589823,-49.47372,54.224403,0,0,1.8277607587482918e-06
2.8147283783438293,1.5033186053906622,-29.0471,-9.14309,0,0,1.515157598013293e-06
1.8921851067763218,-0.4175646288246297,87.467804,16.210732,0,0,3.865404280119472e-06
1.8921851067763218,-0.4175646288246297,87.467804,16.210732,0,0,3.865404280119472e-06
1.0471605608968673,0.3374472754824541,-38.294373,-21.229843,0,0,1.9937463573430674e-06
-1.049179856890239,1.1689585487149463,-43.766464,35.54259,0,0,2.882559446198018e-07
1.3978452449673382,-1.8646444715232053,111.35221,30.097673,0,0,1.2775372589561328e-06
1.3978452449673382,-1.8646444715232053,111.35221,30.097673,0,0,1.2775372589561328e-06
-1.3112472116149865,1.846202641090616,-44.251095,27.498392,0,0,1.8277607587482918e-06
-1.3112472116149865,1.846202641090616,-44.251095,27.498392,0,0,1.8277607587482918e-06
-0.6662199823658961,1.022007717486088,-0.2589556,22.539429,0,0,2.656207614240873e-07
-0.6662199823658961,1.022007717486088,-0.2589556,22.539429,0,0,2.656207614240873e-07
0.4202983147752213,1.8759050451369668,-31.906887,65.74334,0,0,2.0111489273631615e-07
-0.12059591389042061,1.6605435258865215,-83.22444,-5.432742,0,0,2.064942135425121e-07
-0.8338792240265293,-0.5478108929790039,48.61341,-95.70221,0,0,3.495872294870611e-07
0.6275816563504051,-2.6330680066906633,108.45015,34.332027,0,0,8.478300977152052e-07
0.6275816563504051,-2.6330680066906633,107.95582,33.678104,0,0,8.478300977152052e-07
0.6275816563504051,-2.6330680066906633,108.45015,34.332027,0,0,8.478300977152052e-07
-1.4488639794644271,-1.4501352285190234,49.60833,-97.94446,0,0,2.0357435784138543e-07
1.4684065061636695,-0.9265897414270845,54.22899,-32.383606,0,0,7.0321835530155e-07
2.010019781028714,3.4500655701727765,-27.915419,26.005266,0,0,3.236842568224775e-07
1.8537207243810434,1.4257453689986779,-30.236265,-9.50414,0,0,1.111306169096389e-06
-1.914852950611359,0.21955270847423486,-60.272713,93.4564,0,0,4.681511977034465e-07
-1.914852950611359,0.21955270847423486,-60.272713,93.4564,0,0,4.681511977034465e-07
4.402643862741715,2.473221885471929,6.8643985,-23.675797,0,0,3.2650188976652266e-06
-2.0684762949360986,1.3320143073265487,-72.19164,40.486835,0,0,9.543091246850751e-07
0.2682801863857545,-1.0782316162312555,102.405655,-4.9284744,0,0,1.7345839280245872e-07
2.2014188591971053,1.0593361974065267,39.80362,24.171059,0,0,1.2241076755661814e-06
-1.1210667214300472,1.3382738918136365,-47.434578,26.17594,0,0,2.4394231082610505e-07
0.33377017820243987,1.4380445862462194,35.915195,-62.87049,0,0,1.1450621555431371e-06
0.33377017820243987,1.4380445862462194,36.016582,-61.896534,0,0,1.1450621555431371e-06
0.33377017820243987,1.4380445862462194,36.016582,-61.896534,0,0,1.1450621555431371e-06
-0.3724017828187054,9.86885623779592,-25.13908,33.409473,0,0,1.1061520009104315e-05
-0.3724017828187054,9.86885623779592,-25.13908,33.409473,0,0,1.1061520009104315e-05
0.055399480768690085,1.6322186681382134,-10.517499,13.899014,0,0,3.236842568224775e-07
0.055399480768690085,1.6322186681382134,-10.517499,13.899014,0,0,3.236842568224775e-07
0.055399480768690085,1.6322186681382134,-10.517499,13.899014,0,0,3.236842568224775e-07
0.055399480768690085,1.6322186681382134,-10.517499,13.899014,0,0,3.236842568224775e-07
0.055399480768690085,1.6322186681382134,-10.517499,13.899014,0,0,3.236842568224775e-07
0.055399480768690085,1.6322186681382134,-10.517499,13.899014,0,0,3.236842568224775e-07
0.055399480768690085,1.6322186681382134,-10.517499,13.899014,0,0,3.236842568224775e-07
0.055399480768690085,1.6322186681382134,-10.517499,13.899014,0,0,3.236842568224775e-07
-0.05560728904229896,-0.5035552656519704,57.63348,64.3694,0,0,1.254095173785566e-06
-1.6100410734644204,-0.013823083737979079,-93.29014,-25.158209,0,0,3.7965310522810383e-07
0.1608438562126569,-1.9170993718299023,62.23763,71.16141,0,0,2.503281237263309e-06
